# COLUMNS:
# 0) Time (in code units: 1pc/(1m/s))
# 1) Half-mass radius the cloud (units: pc)
# 2) Mass-weighted mean gas density (units: H atoms cm^-3)
# 3) Half-mass volume-average gas density (units: H atoms cm^-3)
# 4) 3D gas velocity dispersion (units: km/s)
# 5) Ratio of magnetic energy to kinetic energy
# 6) Cloud virial parameter (kinetic energy / gravitational energy)
# 7) Gravitationally-bound cloud mass (units: solar mass)
# 8) Molecular cloud mass (units: solar mass)
# 9) Mass of photoionized gas (units: solar mass)
# 10) Half-mass average radiation energy density (units: eV cm^-3)
# 11) Ratio of magnetic energy to kinetic energy in the cloud
0.000000000000000000e+00 7.936976843858402297e+00 1.421561279296875000e+02 1.427638379695052606e+02 3.212842041015624872e+00 1.001429185271263123e-02 1.910675471286410687e+00 1.767293359375000000e+04 0.000000000000000000e+00 1.999944027831799606e-33 3.100257255287990898e-01 1.001429185271263123e-02
4.999999992739301748e-06 7.937676656238954465e+00 1.422594757080078125e+02 1.427260816721627918e+02 3.212814453125000025e+00 1.002512685954570770e-02 1.910648928435228155e+00 1.767478906250000000e+04 3.384195327758789062e+00 6.188643375537594693e-09 3.099437340129967966e-01 1.002512685954570770e-02
9.999999985478603496e-06 7.938399027425463217e+00 1.424082489013671875e+02 1.426871222445822696e+02 3.212787353515624833e+00 1.004039030522108078e-02 1.910615150316086863e+00 1.767508593750000000e+04 7.138671875000000000e+00 1.313807906910824386e-08 3.098616841390206544e-01 1.004039030522108078e-02
1.499999997821790609e-05 7.939044435554508894e+00 1.426005859375000000e+02 1.426523256353893885e+02 3.212760253906250085e+00 1.006002817302942276e-02 1.910583721209346830e+00 1.767359179687500000e+04 1.049768638610839844e+01 1.934463256247909158e-08 3.097919747873628671e-01 1.006002817302942276e-02
1.999999997095720699e-05 7.939699696611278057e+00 1.428380584716796875e+02 1.426170093880476770e+02 3.212725830078125178e+00 1.008416805416345596e-02 1.910541482869390073e+00 1.766993750000000000e+04 1.438327217102050781e+01 2.639576379692698538e-08 3.097287676000355927e-01 1.008416805416345596e-02
2.499999999813923244e-05 7.940317413368197741e+00 1.431211547851562500e+02 1.425837273193536134e+02 3.212684814453124815e+00 1.011289469897747040e-02 1.910495062236278407e+00 1.766501757812500000e+04 1.844818496704101562e+01 3.356032962642530038e-08 3.096789956698796087e-01 1.011289469897747040e-02
2.999999999087853334e-05 7.940900723963093100e+00 1.434509124755859375e+02 1.425523085323319492e+02 3.212641357421874844e+00 1.014626119285821915e-02 1.910443044668693968e+00 1.766020312500000000e+04 2.224831771850585938e+01 4.006588127936083765e-08 3.096401171445088418e-01 1.014626119285821915e-02
3.499999998361783763e-05 7.941425556863960900e+00 1.438291015625000000e+02 1.425240474109236857e+02 3.212584960937499901e+00 1.018446404486894608e-02 1.910572882166107433e+00 1.765437890625000000e+04 2.675033569335937500e+01 4.755599647410235775e-08 3.096223371157516002e-01 1.018446404486894608e-02
3.999999997635713853e-05 7.941942742431995939e+00 1.442580413818359375e+02 1.424962053893540030e+02 3.212511718750000078e+00 1.022761128842830658e-02 1.910490164603430463e+00 1.764904101562500000e+04 3.149457740783691406e+01 5.524574575588303560e-08 3.096165044558314983e-01 1.022761128842830658e-02
4.499999996909643943e-05 7.942489421010989759e+00 1.447386627197265625e+02 1.424667835328303056e+02 3.212441650390625014e+00 1.027575973421335220e-02 1.910401516750741768e+00 1.764464257812500000e+04 3.591246795654296875e+01 6.228685833775671199e-08 3.096115708951287515e-01 1.027575973421335220e-02
4.999999999627846489e-05 7.942940111253177449e+00 1.452744750976562500e+02 1.424425337921436778e+02 3.212342529296874805e+00 1.032922603189945221e-02 1.910284207051120342e+00 1.764025390625000000e+04 4.108979797363281250e+01 7.043507821435923688e-08 3.096354732882376504e-01 1.032922603189945221e-02
5.499999998901776579e-05 7.943456280770408107e+00 1.458676910400390625e+02 1.424147676483835880e+02 3.212229980468749968e+00 1.038812845945358276e-02 1.910153361524224991e+00 1.763641796875000000e+04 4.646758651733398438e+01 7.883838293309963774e-08 3.096639620171887097e-01 1.038812845945358276e-02
5.999999998175706669e-05 7.943884296461032335e+00 1.465205078125000000e+02 1.423917490083992448e+02 3.212114013671874879e+00 1.045262627303600311e-02 1.909994579302215278e+00 1.763377343750000000e+04 5.140853118896484375e+01 8.659124972609788529e-08 3.097022269823139218e-01 1.045262627303600311e-02
6.499999997449637437e-05 7.944276671802493972e+00 1.472366790771484375e+02 1.423706514608301461e+02 3.211967285156250185e+00 1.052311155945062637e-02 1.909231713247129703e+00 1.763271289062500000e+04 5.711763000488281250e+01 9.557729185871721711e-08 3.097663712076341724e-01 1.052311155945062637e-02
6.999999996723567527e-05 7.944567040577932282e+00 1.480189819335937500e+02 1.423550413663163852e+02 3.211803466796875117e+00 1.059982553124427795e-02 1.909069725732847278e+00 1.763081250000000000e+04 6.298110198974609375e+01 1.049454354529189004e-07 3.098536240924164575e-01 1.059982553124427795e-02
7.499999999441769394e-05 7.944966592260396254e+00 1.488707427978515625e+02 1.423335653782402233e+02 3.211642089843750103e+00 1.068299543112516403e-02 1.908878083154161409e+00 1.762957617187500000e+04 6.831338500976562500e+01 1.136457470352070231e-07 3.099260700066124863e-01 1.068299543112516403e-02
7.999999998715699484e-05 7.945307649049764720e+00 1.497963256835937500e+02 1.423152369205277807e+02 3.211442871093749929e+00 1.077322382479906082e-02 1.908637637532318410e+00 1.762846484375000000e+04 7.442167663574218750e+01 1.237730913317136583e-07 3.100292434254705021e-01 1.077322382479906082e-02
8.499999997989629574e-05 7.945613920247325268e+00 1.507993469238281250e+02 1.422987805289647838e+02 3.211221191406250064e+00 1.087082829326391220e-02 1.908349936990117346e+00 1.762792578125000000e+04 8.065248107910156250e+01 1.344243401035782881e-07 3.101446941468373186e-01 1.087082829326391220e-02
8.999999997263559664e-05 7.945835605988110117e+00 1.518840179443359375e+02 1.422868706184016787e+02 3.211009521484375018e+00 1.097624655812978745e-02 1.907815048330335994e+00 1.762835937500000000e+04 8.629106140136718750e+01 1.444135904193899478e-07 3.102612245149836134e-01 1.097624655812978745e-02
9.499999999981762887e-05 7.946092799461711209e+00 1.530561523437500000e+02 1.422730547452614758e+02 3.210750976562500192e+00 1.108998991549015045e-02 1.907099631897768210e+00 1.762919921875000000e+04 9.272328948974609375e+01 1.561153197826570249e-07 3.103928424176569667e-01 1.108998991549015045e-02
9.999999999255692977e-05 7.946292509884649746e+00 1.543204803466796875e+02 1.422623279700493981e+02 3.210474365234374794e+00 1.121231075376272202e-02 1.906792029663143540e+00 1.762959375000000000e+04 9.926753234863281250e+01 1.685234707338167937e-07 3.105345932062905101e-01 1.121231075376272202e-02
1.049999999852962307e-04 7.946476144936829300e+00 1.556839447021484375e+02 1.422524655810454703e+02 3.210206298828124805e+00 1.134356390684843063e-02 1.906492027196764250e+00 1.762983593750000000e+04 1.051826019287109375e+02 1.802897884317644639e-07 3.106591204400953043e-01 1.134356390684843063e-02
1.099999999780355316e-04 7.946557787492748659e+00 1.571531066894531250e+02 1.422480811409394619e+02 3.209885986328124829e+00 1.148471143096685410e-02 1.906052132792636744e+00 1.763071093750000000e+04 1.119183807373046875e+02 1.942034799640168785e-07 3.108110808714246720e-01 1.148471143096685410e-02
1.149999999707748325e-04 7.946681742623342259e+00 1.587364501953125000e+02 1.422414247383008501e+02 3.209546630859374972e+00 1.163589488714933395e-02 1.905442880402705930e+00 1.763200781250000000e+04 1.187733078002929688e+02 2.090493609330223990e-07 3.109448696705761073e-01 1.163589488714933395e-02
1.199999999979568647e-04 7.946780110827187826e+00 1.604414520263671875e+02 1.422361426516930862e+02 3.209219482421874936e+00 1.179741509258747101e-02 1.904811932049105927e+00 1.763319726562500000e+04 1.249804153442382812e+02 2.232927016621033545e-07 3.110578078448607009e-01 1.179741509258747101e-02
1.249999999906961656e-04 7.946839923157602570e+00 1.622787780761718750e+02 1.422329310312710504e+02 3.208833984375000004e+00 1.197056379169225693e-02 1.904116686332840036e+00 1.763482812500000000e+04 1.320394897460937500e+02 2.403411940576916095e-07 3.111821078878856395e-01 1.197056379169225693e-02
1.299999999834354665e-04 7.946894017113809383e+00 1.642582397460937500e+02 1.422300265419622463e+02 3.208462158203125192e+00 1.215548254549503326e-02 1.903597810852784677e+00 1.763633984375000000e+04 1.384635772705078125e+02 2.567560102306742920e-07 3.112751055978528192e-01 1.215548254549503326e-02
1.349999999761747674e-04 7.946858045000308124e+00 1.663922576904296875e+02 1.422319579988179612e+02 3.208019531250000167e+00 1.235368195921182632e-02 1.902992115583475474e+00 1.763815820312500000e+04 1.457943115234375000e+02 2.763558484275563387e-07 3.113774002915673522e-01 1.235368195921182632e-02
1.399999999689140683e-04 7.946767972461717733e+00 1.686929779052734375e+02 1.422367944324896882e+02 3.207552734375000103e+00 1.256562955677509308e-02 1.902301158724567731e+00 1.764003320312500000e+04 1.532313995361328125e+02 2.978987652113573859e-07 3.114781374828578531e-01 1.256562955677509308e-02
1.449999999960960870e-04 7.946720516062792505e+00 1.711727294921875000e+02 1.422393426860824377e+02 3.207098876953125011e+00 1.279199682176113129e-02 1.901589634946463825e+00 1.764199218750000000e+04 1.600507659912109375e+02 3.187641084423376014e-07 3.115401745553521007e-01 1.279199682176113129e-02
1.499999999888353879e-04 7.946625601577210318e+00 1.738471984863281250e+02 1.422444394665156437e+02 3.206565185546875085e+00 1.303437072783708572e-02 1.900738300027576599e+00 1.764424023437500000e+04 1.678364410400390625e+02 3.438971702962589916e-07 3.116048128823575847e-01 1.303437072783708572e-02
1.549999999815746888e-04 7.946498614068023159e+00 1.767297058105468750e+02 1.422512589060949324e+02 3.206000244140625011e+00 1.329305302351713181e-02 1.899870716519394431e+00 1.764685546875000000e+04 1.757369842529296875e+02 3.720456334121990949e-07 3.116697053761349756e-01 1.329305302351713181e-02
1.599999999743139897e-04 7.946377858404940042e+00 1.798358459472656250e+02 1.422577440895726966e+02 3.205450927734375011e+00 1.356821320950984955e-02 1.899066213831930083e+00 1.764918945312500000e+04 1.830547943115234375e+02 3.995208714968612185e-07 3.116989370713230123e-01 1.356821320950984955e-02
1.649999999670532906e-04 7.946183091281184829e+00 1.831819458007812500e+02 1.422682048896041636e+02 3.204801513671875046e+00 1.386156212538480759e-02 1.898127243635914452e+00 1.765229882812500000e+04 1.914100036621093750e+02 4.330171634592261398e-07 3.117351835679695315e-01 1.386156212538480759e-02
